m,orness,manipulability
3,0.5,0.0
3,0.5208333333333334,0.0008
3,0.5416666666666666,0.0536
3,0.5625,0.1598
3,0.5833333333333334,0.2459
3,0.6041666666666666,0.3338
3,0.625,0.3438
3,0.6458333333333334,0.3714
3,0.6666666666666666,0.3468
3,0.6875,0.3547
3,0.7083333333333334,0.3568
3,0.7291666666666666,0.3531
3,0.75,0.3711
3,0.7708333333333334,0.4168
3,0.7916666666666666,0.4735
3,0.8125,0.5449
3,0.8333333333333334,0.592
3,0.8541666666666666,0.6089
3,0.875,0.6136
3,0.8958333333333334,0.6118
3,0.9166666666666666,0.6223
3,0.9375,0.6222
3,0.9583333333333334,0.6127
3,0.9791666666666666,0.5628
3,1.0,0.2295
4,0.5,0.0
4,0.5208333333333334,0.0853
4,0.5416666666666666,0.3446
4,0.5625,0.419
4,0.5833333333333334,0.404
4,0.6041666666666666,0.4339
4,0.625,0.4648
4,0.6458333333333334,0.4449
4,0.6666666666666666,0.4797
4,0.6875,0.5171
4,0.7083333333333334,0.5809
4,0.7291666666666666,0.615
4,0.75,0.6616
4,0.7708333333333334,0.6624
4,0.7916666666666666,0.6638
4,0.8125,0.6567
4,0.8333333333333334,0.6574
4,0.8541666666666666,0.655
4,0.875,0.6763
4,0.8958333333333334,0.7698
4,0.9166666666666666,0.8856
4,0.9375,0.9532
4,0.9583333333333334,0.9675
4,0.9791666666666666,0.9761
4,1.0,0.9714
5,0.5,0.0
5,0.5208333333333334,0.3964
5,0.5416666666666666,0.4558
5,0.5625,0.4226
5,0.5833333333333334,0.4901
5,0.6041666666666666,0.5351
5,0.625,0.6135
5,0.6458333333333334,0.652
5,0.6666666666666666,0.6973
5,0.6875,0.6575
5,0.7083333333333334,0.6733
5,0.7291666666666666,0.6715
5,0.75,0.6955
5,0.7708333333333334,0.7
5,0.7916666666666666,0.7345
5,0.8125,0.8098
5,0.8333333333333334,0.8845
5,0.8541666666666666,0.9057
5,0.875,0.9235
5,0.8958333333333334,0.9447
5,0.9166666666666666,0.9344
5,0.9375,0.9329
5,0.9583333333333334,0.9702
5,0.9791666666666666,0.99
5,1.0,0.998
