m,orness,manipulability
3,0.5,0.0
3,0.5208333333333334,0.0055
3,0.5416666666666666,0.0577
3,0.5625,0.1045
3,0.5833333333333334,0.1305
3,0.6041666666666666,0.1724
3,0.625,0.2033
3,0.6458333333333334,0.2241
3,0.6666666666666666,0.2202
3,0.6875,0.2334
3,0.7083333333333334,0.2578
3,0.7291666666666666,0.2519
3,0.75,0.2782
3,0.7708333333333334,0.301
3,0.7916666666666666,0.3456
3,0.8125,0.4144
3,0.8333333333333334,0.4823
3,0.8541666666666666,0.5324
3,0.875,0.5694
3,0.8958333333333334,0.6122
3,0.9166666666666666,0.636
3,0.9375,0.6613
3,0.9583333333333334,0.6844
3,0.9791666666666666,0.6864
3,1.0,0.5004
4,0.5,0.0
4,0.5208333333333334,0.0469
4,0.5416666666666666,0.1629
4,0.5625,0.2171
4,0.5833333333333334,0.2317
4,0.6041666666666666,0.2666
4,0.625,0.2788
4,0.6458333333333334,0.2921
4,0.6666666666666666,0.3173
4,0.6875,0.3473
4,0.7083333333333334,0.3869
4,0.7291666666666666,0.4422
4,0.75,0.4835
4,0.7708333333333334,0.5209
4,0.7916666666666666,0.553
4,0.8125,0.5903
4,0.8333333333333334,0.594
4,0.8541666666666666,0.6244
4,0.875,0.6478
4,0.8958333333333334,0.6979
4,0.9166666666666666,0.7701
4,0.9375,0.8477
4,0.9583333333333334,0.9185
4,0.9791666666666666,0.9543
4,1.0,0.9681
5,0.5,0.0
5,0.5208333333333334,0.1829
5,0.5416666666666666,0.2354
5,0.5625,0.2456
5,0.5833333333333334,0.288
5,0.6041666666666666,0.3319
5,0.625,0.3902
5,0.6458333333333334,0.4125
5,0.6666666666666666,0.4429
5,0.6875,0.4444
5,0.7083333333333334,0.4919
5,0.7291666666666666,0.5209
5,0.75,0.5561
5,0.7708333333333334,0.5931
5,0.7916666666666666,0.6292
5,0.8125,0.6906
5,0.8333333333333334,0.7525
5,0.8541666666666666,0.7865
5,0.875,0.8391
5,0.8958333333333334,0.8868
5,0.9166666666666666,0.9183
5,0.9375,0.9361
5,0.9583333333333334,0.9693
5,0.9791666666666666,0.9802
5,1.0,0.9924
