m,orness,manipulability
3,0.5,0.0
3,0.5208333333333334,0.0006
3,0.5416666666666666,0.0586
3,0.5625,0.1657
3,0.5833333333333334,0.2448
3,0.6041666666666666,0.3293
3,0.625,0.343
3,0.6458333333333334,0.3794
3,0.6666666666666666,0.3562
3,0.6875,0.3493
3,0.7083333333333334,0.3619
3,0.7291666666666666,0.3616
3,0.75,0.364
3,0.7708333333333334,0.4177
3,0.7916666666666666,0.4682
3,0.8125,0.5461
3,0.8333333333333334,0.5927
3,0.8541666666666666,0.6065
3,0.875,0.6333
3,0.8958333333333334,0.621
3,0.9166666666666666,0.6113
3,0.9375,0.6137
3,0.9583333333333334,0.6249
3,0.9791666666666666,0.5563
3,1.0,0.2275
4,0.5,0.0
4,0.5208333333333334,0.0873
4,0.5416666666666666,0.351
4,0.5625,0.4185
4,0.5833333333333334,0.416
4,0.6041666666666666,0.4356
4,0.625,0.4619
4,0.6458333333333334,0.4498
4,0.6666666666666666,0.4787
4,0.6875,0.5233
4,0.7083333333333334,0.574
4,0.7291666666666666,0.6303
4,0.75,0.6596
4,0.7708333333333334,0.6614
4,0.7916666666666666,0.6728
4,0.8125,0.6631
4,0.8333333333333334,0.6571
4,0.8541666666666666,0.6545
4,0.875,0.6863
4,0.8958333333333334,0.7668
4,0.9166666666666666,0.8807
4,0.9375,0.956
4,0.9583333333333334,0.9747
4,0.9791666666666666,0.9751
4,1.0,0.9678
5,0.5,0.0
5,0.5208333333333334,0.3998
5,0.5416666666666666,0.4563
5,0.5625,0.4197
5,0.5833333333333334,0.4913
5,0.6041666666666666,0.5288
5,0.625,0.6141
5,0.6458333333333334,0.6539
5,0.6666666666666666,0.6932
5,0.6875,0.6608
5,0.7083333333333334,0.6865
5,0.7291666666666666,0.6763
5,0.75,0.6937
5,0.7708333333333334,0.6973
5,0.7916666666666666,0.7335
5,0.8125,0.8154
5,0.8333333333333334,0.8905
5,0.8541666666666666,0.9102
5,0.875,0.9242
5,0.8958333333333334,0.9429
5,0.9166666666666666,0.9321
5,0.9375,0.9381
5,0.9583333333333334,0.9679
5,0.9791666666666666,0.9907
5,1.0,0.9975
