m,orness,manipulability
3,0.5,0.0
3,0.5208333333333334,0.001
3,0.5416666666666666,0.0584
3,0.5625,0.1681
3,0.5833333333333334,0.2466
3,0.6041666666666666,0.3304
3,0.625,0.3429
3,0.6458333333333334,0.3783
3,0.6666666666666666,0.3487
3,0.6875,0.352
3,0.7083333333333334,0.3513
3,0.7291666666666666,0.3642
3,0.75,0.3759
3,0.7708333333333334,0.4201
3,0.7916666666666666,0.4587
3,0.8125,0.5383
3,0.8333333333333334,0.5868
3,0.8541666666666666,0.6067
3,0.875,0.6126
3,0.8958333333333334,0.6281
3,0.9166666666666666,0.621
3,0.9375,0.6095
3,0.9583333333333334,0.6155
3,0.9791666666666666,0.5678
3,1.0,0.2186
4,0.5,0.0
4,0.5208333333333334,0.0807
4,0.5416666666666666,0.3373
4,0.5625,0.4158
4,0.5833333333333334,0.4138
4,0.6041666666666666,0.4407
4,0.625,0.4609
4,0.6458333333333334,0.4429
4,0.6666666666666666,0.4887
4,0.6875,0.5326
4,0.7083333333333334,0.5956
4,0.7291666666666666,0.6204
4,0.75,0.6549
4,0.7708333333333334,0.6598
4,0.7916666666666666,0.6724
4,0.8125,0.6606
4,0.8333333333333334,0.6634
4,0.8541666666666666,0.6579
4,0.875,0.6834
4,0.8958333333333334,0.771
4,0.9166666666666666,0.8833
4,0.9375,0.9501
4,0.9583333333333334,0.9701
4,0.9791666666666666,0.974
4,1.0,0.9722
5,0.5,0.0
5,0.5208333333333334,0.3981
5,0.5416666666666666,0.4522
5,0.5625,0.4163
5,0.5833333333333334,0.4938
5,0.6041666666666666,0.5271
5,0.625,0.617
5,0.6458333333333334,0.6694
5,0.6666666666666666,0.6908
5,0.6875,0.6639
5,0.7083333333333334,0.6836
5,0.7291666666666666,0.6766
5,0.75,0.6994
5,0.7708333333333334,0.7095
5,0.7916666666666666,0.7349
5,0.8125,0.8067
5,0.8333333333333334,0.8856
5,0.8541666666666666,0.9061
5,0.875,0.9229
5,0.8958333333333334,0.9441
5,0.9166666666666666,0.9326
5,0.9375,0.9338
5,0.9583333333333334,0.9712
5,0.9791666666666666,0.9904
5,1.0,0.9974
