m,orness,manipulability
3,0.5,0.0
3,0.5208333333333334,0.0009
3,0.5416666666666666,0.059
3,0.5625,0.1581
3,0.5833333333333334,0.2488
3,0.6041666666666666,0.3383
3,0.625,0.3419
3,0.6458333333333334,0.3813
3,0.6666666666666666,0.3512
3,0.6875,0.3511
3,0.7083333333333334,0.3601
3,0.7291666666666666,0.3617
3,0.75,0.374
3,0.7708333333333334,0.428
3,0.7916666666666666,0.4654
3,0.8125,0.5358
3,0.8333333333333334,0.5842
3,0.8541666666666666,0.6064
3,0.875,0.6133
3,0.8958333333333334,0.6205
3,0.9166666666666666,0.6169
3,0.9375,0.6191
3,0.9583333333333334,0.6201
3,0.9791666666666666,0.5667
3,1.0,0.2247
4,0.5,0.0
4,0.5208333333333334,0.0817
4,0.5416666666666666,0.3494
4,0.5625,0.4236
4,0.5833333333333334,0.4084
4,0.6041666666666666,0.4456
4,0.625,0.4516
4,0.6458333333333334,0.4401
4,0.6666666666666666,0.4771
4,0.6875,0.5245
4,0.7083333333333334,0.5861
4,0.7291666666666666,0.6195
4,0.75,0.6661
4,0.7708333333333334,0.6611
4,0.7916666666666666,0.6648
4,0.8125,0.6668
4,0.8333333333333334,0.6541
4,0.8541666666666666,0.6718
4,0.875,0.6813
4,0.8958333333333334,0.7692
4,0.9166666666666666,0.8877
4,0.9375,0.9511
4,0.9583333333333334,0.9722
4,0.9791666666666666,0.9764
4,1.0,0.9684
5,0.5,0.0
5,0.5208333333333334,0.3968
5,0.5416666666666666,0.4436
5,0.5625,0.424
5,0.5833333333333334,0.4984
5,0.6041666666666666,0.5365
5,0.625,0.6151
5,0.6458333333333334,0.6531
5,0.6666666666666666,0.6982
5,0.6875,0.6569
5,0.7083333333333334,0.6759
5,0.7291666666666666,0.6783
5,0.75,0.7059
5,0.7708333333333334,0.7077
5,0.7916666666666666,0.7352
5,0.8125,0.8081
5,0.8333333333333334,0.8799
5,0.8541666666666666,0.9055
5,0.875,0.9259
5,0.8958333333333334,0.9451
5,0.9166666666666666,0.9357
5,0.9375,0.9331
5,0.9583333333333334,0.9719
5,0.9791666666666666,0.9912
5,1.0,0.9972
