m,orness,manipulability
3,0.5,0.0
3,0.5208333333333334,0.0009
3,0.5416666666666666,0.0574
3,0.5625,0.1534
3,0.5833333333333334,0.2575
3,0.6041666666666666,0.323
3,0.625,0.3495
3,0.6458333333333334,0.391
3,0.6666666666666666,0.3562
3,0.6875,0.355
3,0.7083333333333334,0.3625
3,0.7291666666666666,0.3624
3,0.75,0.373
3,0.7708333333333334,0.4193
3,0.7916666666666666,0.472
3,0.8125,0.5369
3,0.8333333333333334,0.5881
3,0.8541666666666666,0.6075
3,0.875,0.6148
3,0.8958333333333334,0.6138
3,0.9166666666666666,0.6243
3,0.9375,0.6154
3,0.9583333333333334,0.6177
3,0.9791666666666666,0.5617
3,1.0,0.2246
4,0.5,0.0
4,0.5208333333333334,0.0809
4,0.5416666666666666,0.3442
4,0.5625,0.4266
4,0.5833333333333334,0.4148
4,0.6041666666666666,0.4437
4,0.625,0.4537
4,0.6458333333333334,0.4439
4,0.6666666666666666,0.4833
4,0.6875,0.524
4,0.7083333333333334,0.5812
4,0.7291666666666666,0.6294
4,0.75,0.6611
4,0.7708333333333334,0.6698
4,0.7916666666666666,0.6679
4,0.8125,0.6668
4,0.8333333333333334,0.655
4,0.8541666666666666,0.6547
4,0.875,0.6794
4,0.8958333333333334,0.7766
4,0.9166666666666666,0.8806
4,0.9375,0.9507
4,0.9583333333333334,0.9723
4,0.9791666666666666,0.9752
4,1.0,0.9698
5,0.5,0.0
5,0.5208333333333334,0.3881
5,0.5416666666666666,0.4573
5,0.5625,0.4193
5,0.5833333333333334,0.4881
5,0.6041666666666666,0.5297
5,0.625,0.6205
5,0.6458333333333334,0.6475
5,0.6666666666666666,0.6938
5,0.6875,0.6636
5,0.7083333333333334,0.6753
5,0.7291666666666666,0.6798
5,0.75,0.7024
5,0.7708333333333334,0.7017
5,0.7916666666666666,0.7318
5,0.8125,0.8104
5,0.8333333333333334,0.8904
5,0.8541666666666666,0.9098
5,0.875,0.926
5,0.8958333333333334,0.9459
5,0.9166666666666666,0.9346
5,0.9375,0.9316
5,0.9583333333333334,0.9692
5,0.9791666666666666,0.992
5,1.0,0.9975
